9.149501131697064693e+00,1.028051699449178713e+01
1.117112283164664177e+01,1.282993213227144658e+01
9.686382677991506540e+00,1.356710778083211544e+01
1.091872339305637318e+01,1.130047061263186237e+01
8.990204311764422584e+00,9.645340880483331603e+00
8.128878575663211592e+00,8.664258421677994093e+00
1.078344633527132856e+01,8.742548128685674769e+00
9.294568680055725451e+00,1.030881063821458454e+01
1.026538062602535462e+01,7.534942244742507178e+00
1.191501862703778514e+01,9.561382406960699853e+00
9.816180130090449651e+00,1.037685519999412165e+01
1.139027937040735061e+01,1.010080629031097388e+01
8.730963840598835901e+00,7.941439794969495480e+00
1.089783196776910223e+01,8.495719493158141233e+00
7.573466188117514264e+00,1.302236837206192277e+01
7.342215059164709956e+00,1.159216704441691270e+01
1.183905941938945539e+01,9.086435741207234074e+00
1.092369140753763546e+01,9.712988829143554881e+00
1.057928505549532971e+01,9.920990848499748438e+00
1.111648507205245728e+01,9.875704013475054666e+00
1.070687173939113990e+01,1.010319084876654117e+01
1.153937699409935647e+01,9.344946464670480069e+00
1.015291092465735190e+01,1.228253339011327938e+01
8.373190688331979104e+00,9.066265173715940762e+00
7.463718419279317118e+00,8.299297554155888434e+00
8.302727352299809738e+00,1.003882781981995365e+01
1.146410704860330654e+01,1.115292115589873134e+01
1.234201222957017308e+01,1.001735984068636220e+01
1.416085838589372514e+01,9.490673406089108255e+00
8.336836405659585836e+00,9.026546105287181376e+00
1.143230321402497474e+01,8.295615754350835758e+00
9.706247858562701225e+00,9.845313634541099646e+00
1.140244676741531116e+01,1.073598230759229999e+01
1.059982294965553251e+01,8.555384989633671111e+00
9.382053047419610436e+00,1.120066854006067558e+01
7.847406485291572587e+00,1.164610918800177330e+01
1.040316007987327218e+01,9.158292550898291751e+00
1.140646111429688858e+01,1.061425568341048731e+01
9.369403034344880865e+00,8.640575279971205447e+00
6.919270031743405269e+00,1.013622800709267402e+01
8.197089727993610353e+00,9.133274512122083522e+00
7.162518580551394010e+00,9.097541419819997088e+00
1.164312748922347218e+01,8.786320093129731390e+00
1.167369494161270538e+01,1.001896037186883426e+01
9.407565410561945285e+00,9.259893465801290802e+00
1.079242783991503885e+01,9.949375580216099024e+00
9.516311878213151942e+00,1.261248266726769707e+01
1.185933412595145953e+01,1.135192911757755496e+01
1.093151013995893983e+01,1.023879033597830457e+01
1.366515574385010723e+01,1.058767270470561073e+01
8.082564833933167492e+00,1.130575019114585977e+01
6.188132464429569879e+00,1.009363781974112229e+01
7.961018422371584968e+00,9.436129589288066555e+00
1.074115542481499475e+01,1.009960409700379458e+01
1.013311330967449564e+01,9.014471209495667381e+00
8.792398278349349283e+00,8.381836387878363936e+00
8.146706160925722529e+00,1.177589199762314642e+01
8.761769749914103400e+00,1.057718065137318852e+01
7.981735658283128920e+00,8.333077626349165712e+00
8.586617990792282384e+00,6.975970111879437496e+00
1.083069854874116622e+01,1.038244474176669740e+01
1.052478431795234037e+01,8.337807992352452402e+00
9.962406954427226680e+00,9.032493029061047451e+00
9.358942182288510381e+00,7.025363683758481415e+00
1.095266694511120420e+01,7.592670638918471937e+00
9.714697106537684590e+00,1.051015431739684480e+01
7.764441574557435999e+00,9.014028385616949635e+00
1.041891652460940065e+01,9.685524080459963159e+00
1.107488286895841512e+01,9.120133358248070365e+00
1.044412158530558088e+01,6.865413098830766003e+00
7.571207339120316071e+00,1.094086565084308127e+01
9.723307798930358459e+00,1.111621026427082093e+01
1.153966944886863466e+01,9.814868565648231069e+00
1.091528623982340918e+01,9.339310318230948482e+00
9.521330898228034911e+00,1.201160694519709438e+01
9.014081585025211396e+00,1.033427490049445296e+01
1.002143736900413273e+01,9.949438848281456416e+00
8.763806960567594118e+00,1.205873214419393236e+01
1.155930465571547572e+01,9.252699842328571123e+00
9.653047076579149177e+00,1.062396785377020336e+01
8.302323107570559912e+00,1.084294475442965577e+01
1.079280774826609957e+01,8.875083527412133577e+00
9.077485162792243045e+00,1.112940443544931313e+01
9.912598674360140194e+00,8.607661759208216523e+00
8.504044657989879852e+00,7.102389999248539532e+00
8.727545116837157835e+00,8.682556579325034107e+00
1.190295517498583244e+01,1.037353795349786978e+01
7.105236391494900161e+00,1.105773705722392641e+01
1.107721569274720963e+01,9.205451960125859756e+00
1.065440020290019874e+01,1.139434128166010929e+01
1.124745469510242124e+01,8.555881184594602118e+00
9.742488162043413169e+00,1.044182052768792168e+01
1.132261437993910924e+01,6.479021947980292850e+00
9.925390909741270917e+00,1.090922793117019296e+01
1.161691598618929433e+01,1.050869792044161954e+01
9.329672689866182367e+00,1.088111695252446331e+01
8.053454413761432562e+00,8.760788547997064413e+00
7.137729944651893810e+00,1.303099682882769628e+01
7.788500886148006508e+00,9.512536053095569599e+00
9.895089565852414282e+00,9.099044325989293469e+00
-1.088533165775016620e+01,1.081073774093187545e+01
-7.644062149616401847e+00,1.051378749258160639e+01
-9.208731499685734789e+00,9.621709198512940375e+00
-9.435359166910304296e+00,1.031597557106909235e+01
-1.009792780031706805e+01,1.210615298530970385e+01
-7.819425115749396582e+00,9.823597167881054304e+00
-1.154383925234680319e+01,1.052462385165874537e+01
-1.148934225440461532e+01,1.048863065956511242e+01
-1.050902803214400372e+01,9.750077916115989396e+00
-8.946185157910294450e+00,1.139110720429998480e+01
-7.775013650241429097e+00,1.030797963339195888e+01
-8.852838521224837720e+00,1.109512603179700285e+01
-1.073901048002009695e+01,1.084117661904070395e+01
-1.160916436254961681e+01,8.126453683531746464e+00
-9.641440092083328750e+00,1.467721651262230864e+01
-8.687840766054250707e+00,1.104699265633768945e+01
-9.088198504422193125e+00,1.184386448785148005e+01
-1.014213422891009309e+01,1.158085286382893031e+01
-1.282203277085967130e+01,8.910754120303206349e+00
-9.947006775726684680e+00,9.999367906409457163e+00
-1.039688934337513615e+01,1.010905162705689797e+01
-8.793959116469311610e+00,8.411692820712293184e+00
-1.201145766918754987e+01,1.198254208422889988e+01
-1.096330928685399186e+01,9.154726703664847420e+00
-1.093236255170988258e+01,1.047750505827109180e+01
-1.060055624324273182e+01,9.039552795773564853e+00
-9.623485164250032753e+00,9.424955492363563891e+00
-1.138461150137275268e+01,9.174312041389201866e+00
-1.021461462975086043e+01,1.008679183968856030e+01
-1.008631692724295448e+01,9.554845171893331823e+00
-1.173283466334448377e+01,9.194990165892875211e+00
-1.071465232231064135e+01,1.131582585858429191e+01
-9.489811091841767521e+00,8.592249414100951554e+00
-7.481106173491768985e+00,9.581497420212590654e+00
-1.121482341584654208e+01,8.057530345560625307e+00
-8.576919594523769064e+00,9.265130443368018831e+00
-8.289441010745944638e+00,1.158522826339995504e+01
-1.246986183033624584e+01,9.257507918608085973e+00
-1.006924493133054987e+01,1.059083164861105075e+01
-1.092531868629681924e+01,8.301518480447567683e+00
-5.948278380540228838e+00,7.668623471109675904e+00
-1.083452483757391782e+01,1.162052945682486893e+01
-1.167473755418096459e+01,1.065786838348826926e+01
-1.329975981093552306e+01,1.028195570211174648e+01
-8.479647673420753762e+00,9.230308364154872436e+00
-1.110685078680935867e+01,8.262329077712070813e+00
-1.224248780670466452e+01,1.355829424076688561e+01
-9.314877087036343539e+00,1.095110932257788505e+01
-9.135620201308849886e+00,9.947854571011559344e+00
-9.831058765589887116e+00,1.061604960388123509e+01
-9.351549544441905226e+00,9.805407496638295584e+00
-1.027993600026387000e+01,7.573131789707169048e+00
-1.209338800722315099e+01,1.054137244856644351e+01
-1.219860902067491537e+01,1.224727334939490930e+01
-8.958951003220535725e+00,7.393207103906764388e+00
-9.700330745895124451e+00,1.123982512940492562e+01
-1.109516398078337396e+01,9.041652320559594003e+00
-1.020788764713578267e+01,1.154838903997180566e+01
-7.496073549352793464e+00,9.455750129038126062e+00
-1.097082225623617191e+01,8.922086685795452610e+00
-1.137323137599779699e+01,9.859237273674523294e+00
-1.179981720789627886e+01,1.295487282525580319e+01
-1.056097627701724662e+01,9.591729485577713987e+00
-9.277181059666162355e+00,8.324035575580445823e+00
-9.887478463436313092e+00,1.095513386612711670e+01
-1.281771573279494447e+01,1.055224733014174454e+01
-8.725767367268904451e+00,7.876256786802130705e+00
-7.809948926925816437e+00,1.049141762161442770e+01
-8.009474744336587904e+00,9.543829057607927879e+00
-8.907205668048097991e+00,1.114891025505580657e+01
-9.760575164386322555e+00,1.015190669035985316e+01
-1.007009394017316417e+01,1.004866092432396840e+01
-1.025620910395361030e+01,1.007625464558471862e+01
-8.802747927430704777e+00,8.951199662777097998e+00
-9.232297534753286072e+00,9.876096176824791684e+00
-1.009011847461538380e+01,1.073510797724103227e+01
-1.099893646779672984e+01,1.149268193161126916e+01
-7.531592586990560889e+00,7.589912985786276600e+00
-6.742439449554153974e+00,6.953282599058674407e+00
-1.252318036529882406e+01,1.183825724408430524e+01
-9.890236109326089320e+00,1.232726934099206062e+01
-9.716839463956800316e+00,1.202560209130778901e+01
-9.663884768242107626e+00,9.865728792208615872e+00
-1.008427096350744456e+01,1.210634033382834573e+01
-1.083639304918627033e+01,1.217547667849858328e+01
-7.716857373705552803e+00,1.030379446998893656e+01
-8.036025097079406265e+00,9.515000240705752788e+00
-9.831688660019036519e+00,7.330018840905323074e+00
-1.159874845832669976e+01,1.356527058255967333e+01
-1.061438808231226716e+01,1.019718857369422693e+01
-9.493069180243265848e+00,7.700838351785281866e+00
-9.586244768433262564e+00,8.749300225277918841e+00
-6.531314436059294515e+00,9.896570314937150670e+00
-8.663433033757153012e+00,7.270645032634613258e+00
-9.125583385590033458e+00,9.143935688056664901e+00
-8.968436475675028774e+00,9.814565943082474320e+00
-1.129510166368285162e+01,1.010408406176426510e+01
-6.963288250716646921e+00,8.479354904511382074e+00
-9.507052614732064200e+00,1.237496423757835018e+01
-9.242472358071276872e+00,1.054822009593415366e+01
-8.390981820980320194e+00,-1.107238911226085243e+01
-1.031734095571379406e+01,-9.138886378097998531e+00
-9.806181014651045302e+00,-8.867232484551522020e+00
-1.124110589842588048e+01,-1.120854648304751500e+01
-8.194456738330973877e+00,-1.010288600707483830e+01
-9.502414751304792517e+00,-7.578156445753741366e+00
-1.237318121171362151e+01,-1.303844837083911656e+01
-1.327255735745182008e+01,-8.638135094784638923e+00
-9.673927145435778030e+00,-9.927329152985917560e+00
-8.465977413051776423e+00,-1.095722358433075883e+01
-1.142282125349487920e+01,-1.292251957701239107e+01
-1.066577093981091728e+01,-9.035835268726597036e+00
-9.181943654681273159e+00,-8.209201138970994904e+00
-8.668174873953935489e+00,-1.136929649691919053e+01
-7.828850217472770545e+00,-9.864538422895471115e+00
-9.947761765573481796e+00,-1.050345574449521102e+01
-1.093569979395012659e+01,-1.118823949097645531e+01
-7.741287189590416062e+00,-1.034135645185635966e+01
-1.049321594373573596e+01,-1.076422539351681529e+01
-1.205848736213054195e+01,-1.029264909042924891e+01
-9.410174682881191188e+00,-9.128770201806377216e+00
-9.981246456520301180e+00,-9.964199537188399347e+00
-9.377981421053885214e+00,-8.739947488058788849e+00
-8.670887751637806673e+00,-1.233276171889755446e+01
-6.949159943604328760e+00,-1.072912955947700198e+01
-1.078675641272341323e+01,-9.102801398983260128e+00
-1.137308628146850786e+01,-1.145361662341032627e+01
-8.391847411198451567e+00,-1.173908620289142135e+01
-8.944046193009061341e+00,-9.832994243245968491e+00
-7.928804615351077167e+00,-9.721380666667226222e+00
-8.079845757682539542e+00,-7.071508018397270057e+00
-9.035617116775171098e+00,-1.046413737071911498e+01
-1.006315350808526965e+01,-1.010488479214363622e+01
-1.170098695749695317e+01,-7.391825877967233005e+00
-1.021394459597170723e+01,-9.580612224442360159e+00
-1.017500388339653661e+01,-9.741468696318193565e+00
-1.190035258345008451e+01,-9.649977107748128446e+00
-1.133380302950713236e+01,-9.841862405011978510e+00
-1.382716254210516382e+01,-9.253808032987503651e+00
-9.373875503152801159e+00,-7.863438112455016338e+00
-1.212222985961698818e+01,-7.939531451476920410e+00
-1.187838612913819958e+01,-1.198835777777938993e+01
-1.121325185012635117e+01,-9.798137257824578228e+00
