label,risk_score
1,2.009030140204938
1,1.8600001631750922
-1,-1.4120611466177737
1,2.8596837032555116
1,1.3102921004625254
-1,-2.7042230014945945
-1,-2.5877308803917813
-1,-1.6100289736569469
1,11.344509610519067
1,4.112169500514859
1,5.019626915851545
-1,-0.6332953877246271
1,0.650115607278618
-1,-1.916709769142123
1,5.109037193502308
-1,-0.1412797378765212
1,3.321852263515693
1,0.16709529460804984
1,1.6641983959912832
1,2.9878591829309524
1,2.084359270215834
-1,-1.3017562344435287
1,1.9829670594894593
1,6.3433877035843045
1,4.8657335513290185
1,4.662014560372807
1,3.8273601877349526
1,3.0457874112253887
1,0.21776566842132272
-1,-1.740729498872384
1,1.1944848780010409
1,0.8007011158749747
1,3.60276427708859
1,3.785564924657992
1,2.84614999866456
1,0.42552553840071944
1,3.0654224171470674
1,3.8810414898734287
1,3.787001910467033
1,0.6759510406982908
-1,-2.0679286315910415
1,0.14262200785065138
1,3.7978251544921715
-1,-0.8272031233290479
1,0.7514816279104387
-1,-0.32852542703315213
1,2.797459158765601
1,1.9483763798463072
1,3.3907826049675376
1,1.3008543960100556
-1,-3.154883973266683
1,2.0550397397498705
-1,-1.7869937731187855
1,2.5878394126040494
1,1.059405613523711
1,2.492742148462412
1,1.2247771345489415
-1,-2.34286253945955
1,0.20068544530361138
1,7.027992137005877
-1,-2.490568381193387
1,3.571032845020932
1,0.3316372766890352
1,3.2807378337542463
1,0.9622141025728614
-1,-0.7551502257143664
1,3.1412416191654224
1,0.8968532770045378
1,2.490827622947903
1,12.914635920015083
-1,-0.6254257060594052
1,7.042699252309514
1,3.6659030024695194
1,1.288701516163403
1,7.7694654417593725
-1,-1.5179698294671466
-1,-0.9037447288118785
1,2.069615994800856
1,3.5753138396934045
1,4.202559718852894
-1,-0.5660996890971869
1,2.663028971612817
1,0.9592698623339987
1,1.7417132850764412
1,3.4028708764892657
1,0.7631657540529939
-1,-0.24989120717497237
-1,-3.302543346920047
1,0.00445530807298368
1,1.4972127509477282
1,2.848286496191535
1,2.354908425864378
-1,-2.0561001649238477
-1,-1.9054598994854288
1,1.9524653934308163
1,3.0679413833351
-1,-0.4547678549232991
1,0.2218702159687615
1,1.9417860073139808
1,1.0011948753193955
-1,-0.030503825497860126
1,6.565455671025059
1,2.6028556941268626
-1,-1.235541470245174
-1,-2.809144645002451
-1,-0.74786873861102
1,4.086875446231708
1,3.5870280118920497
-1,-0.8125654731471617
1,0.3878603486872031
-1,-2.500807856301609
-1,-0.12329646062509018
1,1.063870538083018
1,0.40598482407532827
-1,-1.0671832750578185
-1,-3.000125947557192
1,1.5234966293506627
1,7.868975008441772
1,0.9898775815552264
-1,-0.6105055869227222
1,0.8384843745858985
-1,-0.9540521719410704
1,3.756666257957983
1,3.0246708109574647
-1,-4.0820064155828035
-1,-0.17016908223984684
-1,-2.0742730688818036
-1,-1.0821677730650978
1,3.988392723250341
1,4.14076119927882
1,0.9021940580038151
1,1.3158227240560032
1,3.670070580231797
1,1.751823036478706
1,3.430156937646406
-1,-2.313100091371902
-1,-0.3049634203340372
-1,-3.069547929978242
1,1.3557751019120496
1,6.319392661180183
1,1.6584777316423165
-1,-6.365446388793909
-1,-0.6960296086251809
1,1.4562658559931745
1,4.312671383391867
1,1.1950656354092606
1,1.5161108590079688
1,4.725622545102813
1,2.49162816865423
-1,-0.05140156794048885
1,1.6468997912255647
1,2.127934835962429
-1,-0.9609174458947495
1,6.286975133901568
-1,-2.6866440053255096
1,2.1408471840750507
-1,-0.8157884151257783
1,1.7010784219009705
1,2.043793710313957
1,1.5739431754158688
1,2.895234693580264
1,3.5474940002919526
-1,-1.4232365820163728
1,2.280468077383219
1,3.701674809944461
1,0.7818790890870911
-1,-0.011771346353343523
-1,-0.43529861421369265
1,2.2097187359362795
-1,-3.365182413177864
-1,-2.083806067816634
1,0.08793405378504572
1,0.9752470197517396
1,3.530827012775341
1,5.017864540519131
1,5.756222760018333
1,4.245999216917774
-1,-7.551300610745058
1,3.192406963749891
-1,-1.1209885547974991
-1,-0.7288452053411977
-1,-0.21588720444549503
1,1.4192572832018815
-1,-4.306276673566074
1,2.576519528486922
1,0.7470874899226508
-1,-0.27395597773941593
1,0.8540139190455065
-1,-0.4576061046386697
-1,-2.3933597943539175
-1,-1.6793802546533585
1,4.6386345934244195
1,2.2293903146249243
-1,-2.468806629694928
1,0.16181067856703768
1,3.7039630304650104
1,1.833406189162632
1,2.975765219640192
1,5.462190446717987
1,1.3182158197804
-1,-1.14668059364804
-1,-3.0435628405076445
1,2.433814691917555
1,2.669146133659959
1,0.34496975132091817
-1,-0.013127538872781022
1,2.216538173363219
1,1.7195742680407915
-1,-2.067903299095337
1,7.487253391936496
1,1.5363825518741627
-1,-3.524375870606216
1,1.1319008255578946
-1,-2.1115169054235983
1,1.9862274085551528
1,0.17347468456970672
1,4.75029071162667
1,6.573141756259535
1,1.9559132841450801
1,3.8448232840594154
1,0.5146074967092373
-1,-0.6262497733088997
1,1.6160535053540888
1,2.952665018821208
1,2.482671322548897
1,3.0672501941940524
-1,-0.0101996750470391
1,3.703202609817699
1,2.7981661387543095
1,3.959172553298096
-1,-2.626023611177446
-1,-1.249333094528324
-1,-2.669260315615264
1,5.727590730670904
-1,-2.445901409663956
-1,-0.7249636986490602
1,0.48161702143195195
-1,-1.123121855357872
1,6.716332423641713
1,0.1331041375912752
1,5.6811157043245055
1,1.0968620700359881
-1,-1.6611950709534236
1,2.8186949156686483
-1,-4.2895499725488
1,1.425102409791161
1,1.2622952090150057
1,0.5749260970697431
1,2.9386408151260897
1,5.7735549743374435
1,1.2646434624062937
1,1.281693506009981
1,0.9343056749482849
-1,-6.336704932874399
1,0.03731506765646071
1,5.153861161720838
1,5.754543265238929
1,3.5063992362000524
1,2.1478589919881763
1,1.2048769426194361
-1,-3.9948774914577982
1,2.761250727975394
1,6.126217765987379
1,4.712995117783301
-1,-0.21111361345332413
1,2.849401889137308
1,5.2287180157616495
-1,-1.5243003119404968
1,0.5557760889813488
-1,-1.3313258061767725
-1,-0.18905270665547208
1,3.1712258920736205
1,3.072443030802316
-1,-1.9675315092484682
1,6.380276537178863
1,0.18874250784288632
1,5.203323441448115
1,0.2244791182499945
1,1.9105613943358117
-1,-0.88384395429931
1,1.5642134462615005
-1,-0.5223785985743815
-1,-1.3006310232945821
1,1.0314580985631685
-1,-1.627671797268997
-1,-0.40311876756678544
-1,-3.439461098514784
-1,-0.3372948313468274
1,0.6553472277415322
-1,-3.8233653573329245
1,2.5298104660765413
1,5.003357060677206
1,2.6005256465208375
-1,-0.16060400265247068
1,2.494390166867131
1,2.409357116869331
1,1.6140815322445525
1,2.5524147418107352
1,1.3522956970587108
1,0.5558407358682719
1,2.719312053729754
1,2.6316671800098437
1,0.03437466016358938
-1,-1.2326981660320449
-1,-0.09326005037025391
1,1.6545925293051365
-1,-1.34177686017399
-1,-0.5955803469615285
-1,-3.2454284599111194
-1,-0.45732248513831364
1,3.4313736353688777
1,3.975973742670859
1,4.588095017335906
-1,-0.39246914973722535
-1,-1.9288582486766521
-1,-1.216821928994519
1,4.723746455106874
-1,-1.9726195567773808
-1,-4.198475719793512
-1,-1.5655216147631301
1,3.0894200860832086
1,2.1714432844359184
1,1.3334931060332325
-1,-1.167599817507239
1,1.7283468183144226
-1,-1.5036114400248703
-1,-2.9116804605832587
1,2.955780155182127
1,0.6623664189646395
1,6.912429476453799
-1,-1.410858597300813
-1,-2.5055752127972135
1,2.106281091683011
-1,-1.2011656520546767
1,1.1844946525552067
1,3.898860983587441
-1,-1.7704246901876322
1,1.1295151085631727
1,6.092510685678662
1,2.657625712210985
